"GYARTMANY_NEV";"GYARTMANY_KOD";"TIPUS_NEV";"TIPUS_KOD";"FAJTA_NEV";"FAJTA_KOD"
"KAWASAKI";"10955";"KVF 750";"46252";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KX 125";"46253";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KX 250";"46254";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KX 500";"46255";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KZ 1000";"46256";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KZ 1100 L1";"46257";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KZ 1300";"46258";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KZ 200";"46259";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KZ 250";"46260";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KZ 400";"46262";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KZ 400 EE";"46261";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KZ 440";"46263";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KZ 500";"46264";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KZ 550";"46265";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KZ 650";"46266";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KZ 700";"46267";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KZ 750";"46268";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KZT 1000";"46269";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KZT00E";"64529";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KZ440A";"66427";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KZ500B";"66334";"Motorkerékpár";"5"
"KAWASAKI";"10955";"KZ550B";"59953";"Motorkerékpár";"5"
"KAWASAKI";"10955";"LE500A";"58759";"Motorkerékpár";"5"
"KAWASAKI";"10955";"LE650A";"58077";"Motorkerékpár";"5"
"KAWASAKI";"10955";"LTD 1100";"62697";"Motorkerékpár";"5"
"KAWASAKI";"10955";"LTD 250";"46270";"Motorkerékpár";"5"
"KAWASAKI";"10955";"LTD 305";"46271";"Motorkerékpár";"5"
"KAWASAKI";"10955";"LTD 400";"46272";"Motorkerékpár";"5"
"KAWASAKI";"10955";"LTD 440";"46273";"Motorkerékpár";"5"
"KAWASAKI";"10955";"LTD 450";"46274";"Motorkerékpár";"5"
"KAWASAKI";"10955";"LTD 454";"46275";"Motorkerékpár";"5"
"KAWASAKI";"10955";"LTD 550";"46276";"Motorkerékpár";"5"
"KAWASAKI";"10955";"LTD 700";"46277";"Motorkerékpár";"5"
"KAWASAKI";"10955";"LTD 750";"46278";"Motorkerékpár";"5"
"KAWASAKI";"10955";"LX 650";"62631";"Motorkerékpár";"5"
"KAWASAKI";"10955";"LX250S";"64477";"Motorkerékpár";"5"
"KAWASAKI";"10955";"LX45";"66061";"Motorkerékpár";"5"
"KAWASAKI";"10955";"NINJA";"46279";"Motorkerékpár";"5"
"KAWASAKI";"10955";"TENGAI";"46280";"Motorkerékpár";"5"
"KAWASAKI";"10955";"TL 185";"46281";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VN 1500";"46284";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VN 1500 CLASSIC";"46282";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VN 1500 DRIFFTER";"46283";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VN 1600";"46285";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VN 2000";"46286";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VN 250";"46287";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VN 400";"46288";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VN 500";"46289";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VN 700";"46290";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VN 750";"46291";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VN 800";"46292";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VN 900 CLASSIC";"46293";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VNT 50 A";"61298";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VNT 50P";"62692";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VNT50B";"65993";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VNT50G";"66805";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VNT60A";"61476";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VNT60B";"63315";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VNT70A";"64598";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VNT70C";"64925";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VNW00A";"63154";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VNW00H";"63923";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VN900B";"59716";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VN900C";"59013";"Motorkerékpár";"5"
"KAWASAKI";"10955";"VULCAN";"46294";"Motorkerékpár";"5"
"KAWASAKI";"10955";"W 650";"46295";"Motorkerékpár";"5"
"KAWASAKI";"10955";"XANTHUS";"46296";"Motorkerékpár";"5"
"KAWASAKI";"10955";"Z 1000";"46297";"Motorkerékpár";"5"
"KAWASAKI";"10955";"Z 1300";"46298";"Motorkerékpár";"5"
"KAWASAKI";"10955";"Z 350";"46299";"Motorkerékpár";"5"
"KAWASAKI";"10955";"Z 400";"46300";"Motorkerékpár";"5"
"KAWASAKI";"10955";"Z 440";"64494";"Motorkerékpár";"5"
"KAWASAKI";"10955";"Z 500";"46301";"Motorkerékpár";"5"
"KAWASAKI";"10955";"Z 550";"46302";"Motorkerékpár";"5"
"KAWASAKI";"10955";"Z 650";"46303";"Motorkerékpár";"5"
"KAWASAKI";"10955";"Z 750";"46304";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZEPHIR 750";"46305";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZEPHYR 1100";"46306";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZEPHYR 400";"46307";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZEPHYR 550";"46308";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZG 1000";"46309";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZG 1200 VOYAGER";"46310";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZGT DO/A";"60139";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZGT00A";"65053";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZGT40A";"60077";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZL 1000";"46311";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZL 400";"46312";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZL 600";"46313";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZL 900";"46314";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZN 1100";"46315";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZN 700";"46316";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZR 1100";"46317";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZR 1200";"57645";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZR 250";"46318";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZR 400";"46319";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZR 500";"46320";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZR 550";"46321";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZR 750";"46322";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZRT00A";"58883";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZRT00B";"60491";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZRT00D";"66412";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZRT10A";"66267";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZRT10C";"63167";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZRT20A";"60810";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZRX 1100";"46324";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZRX 1200";"46325";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZRX 400";"46326";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZR550B";"64986";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZR-7";"46323";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZR750F";"64057";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZR750J";"65936";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZR750L";"60614";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX 10";"46327";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX 1000";"46328";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX 11";"46329";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX 1100";"46330";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX 12";"46331";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX 1200";"46332";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX 400";"46333";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX 500";"46334";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX 550";"46335";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX 6";"46336";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX 600";"46337";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX 636";"46338";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX 7";"46339";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX 750";"46340";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX 750 P";"62344";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX 9";"46341";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX 900";"46342";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZXNA";"62849";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZXR 250";"46343";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZXR 400";"46344";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZXR 750";"46345";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZXT00C";"60838";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZXT00E";"62059";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZXT10C";"62247";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZXT10E";"64879";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZXT20A";"46346";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZXT20C";"63606";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZXT40A";"59306";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZXT40C";"62067";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX1400A6F";"59400";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX4C";"66117";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX400L";"65256";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX500A";"65355";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX600A";"60689";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX600C";"65794";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX600D";"63336";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX600D2";"67126";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX600E";"58671";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX600F";"66801";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX600-F3";"65773";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX600G";"66174";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX600J";"61453";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX600P";"61701";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX600R";"66393";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX636A";"66643";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX750FE";"62098";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX750L";"63833";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX750N";"66254";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX750P";"67040";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX900B";"64637";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX900C";"59684";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZX900E";"66634";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZZR 1100";"46347";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZZR 1200";"46348";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZZR 1400";"46349";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZZR 250";"46350";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZZR 400";"46351";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZZR 500";"46352";"Motorkerékpár";"5"
"KAWASAKI";"10955";"ZZR 600";"46353";"Motorkerékpár";"5"
"KAWASAKI";"10955";"1000";"46172";"Motorkerékpár";"5"
"KAWASAKI";"10955";"1000 GTR";"46171";"Motorkerékpár";"5"
"KAWASAKI";"10955";"125";"46173";"Motorkerékpár";"5"
"KAWASAKI";"10955";"250";"46174";"Motorkerékpár";"5"
"KAWASAKI";"10955";"350";"46175";"Motorkerékpár";"5"
"KAWASAKI";"10955";"400";"46176";"Motorkerékpár";"5"
"KAWASAKI";"10955";"550";"46177";"Motorkerékpár";"5"
"KAWASAKI";"10955";"650";"46178";"Motorkerékpár";"5"
"KAWASAKI";"10955";"800 AE";"46179";"Motorkerékpár";"5"
"KAWASAKI";"10955";"900";"46180";"Motorkerékpár";"5"
"KAZAI";"8270";"KM-240";"36718";"Pótkocsi";"6"
"KAZI";"8271";"KZ-160";"36719";"Pótkocsi";"6"
"KAZSÓKI";"8272";"KL-400";"36720";"Pótkocsi";"6"
"KAZUMA";"12643";"JAGUAR 500";"64509";"Motorkerékpár";"5"
"KDCS";"8273";"MSZP-84";"36724";"Pótkocsi";"6"
"KEBAPMAN";"11933";"VK370EKM";"58411";"Pótkocsi";"6"
"KEBAPMAN";"11933";"VK420E";"57882";"Pótkocsi";"6"
"KEBAPMAN";"11933";"VK420T";"58011";"Pótkocsi";"6"
"KECELI V E KTSZ";"10956";"KECEL";"46355";"Pótkocsi";"6"
"KECELI V E KTSZ";"10956";"KECEL 2";"46354";"Pótkocsi";"6"
"KECELI V E KTSZ";"10956";"KLPM 3";"46356";"Pótkocsi";"6"
"KECSKEMÉTI";"8274";"KA-480";"36727";"Pótkocsi";"6"
"KECSKEMÉTI";"8274";"KJ-72";"36728";"Pótkocsi";"6"
"KECSKEMÉTI";"8274";"KK-270";"36729";"Pótkocsi";"6"
"KECSKEMÉTI";"8274";"KP-118";"36730";"Pótkocsi";"6"
"KECSKEMÉTI";"8274";"KR-500";"36731";"Pótkocsi";"6"
"KECSKEMÉTI";"8274";"1T-FN-180";"36726";"Pótkocsi";"6"
"KEENAN";"8275";"ORBITAL 12";"36732";"Pótkocsi";"6"
"KEEWAY";"10957";"KSM 125";"46357";"Motorkerékpár";"5"
"KEEWAY";"10957";"KSM 200";"46358";"Motorkerékpár";"5"
"KEEWAY";"10957";"KW 150";"46359";"Motorkerékpár";"5"
"KEEWAY";"10957";"KW-125 T-4A ARN";"46361";"Motorkerékpár";"5"
"KEEWAY";"10957";"KW-125 2G";"46360";"Motorkerékpár";"5"
"KEEWAY";"10957";"KW-250";"46362";"Motorkerékpár";"5"
"KEEWAY";"10957";"K23";"62904";"Motorkerékpár";"5"
"KEEWAY";"10957";"PE";"46363";"Motorkerékpár";"5"
"KEEWAY";"10957";"PEJJ";"62732";"Motorkerékpár";"5"
"KEEWAY";"10957";"PFN LANDCRUISER";"56980";"Motorkerékpár";"5"
"KEEWAY";"10957";"PFN0";"46364";"Motorkerékpár";"5"
"KEEWAY";"10957";"TEJ4";"58262";"Motorkerékpár";"5"
"KEEWAY";"10957";"TEJ5";"46365";"Motorkerékpár";"5"
"KEEWAY";"10957";"T09";"61924";"Motorkerékpár";"5"
"KEEWAY";"10957";"T10";"65020";"Motorkerékpár";"5"
"KEEWAY";"10957";"T13";"62501";"Motorkerékpár";"5"
"KÉKESI";"8276";"KL 500/1";"36733";"Pótkocsi";"6"
"KÉKESI";"8276";"KL 500/2";"36734";"Pótkocsi";"6"
"KÉKÍTŐ GMK";"12524";"237";"63461";"Pótkocsi";"6"
"KELBERG";"8277";"AKE";"36738";"Pótkocsi";"6"
"KELBERG";"8277";"A3";"36737";"Pótkocsi";"6"
"KELBERG";"8277";"D20-2";"36739";"Pótkocsi";"6"
"KELBERG";"8277";"KB 39";"36740";"Pótkocsi";"6"
"KELBERG";"8277";"KB 40";"36741";"Pótkocsi";"6"
"KELBERG";"8277";"S 40 S";"61274";"Pótkocsi";"6"
"KELBERG";"8277";"SDC 36/30";"36742";"Pótkocsi";"6"
"KELBERG";"8277";"SKM 34/3";"36743";"Pótkocsi";"6"
"KELBERG";"8277";"SN 34";"36744";"Pótkocsi";"6"
"KELBERG";"8277";"S36-S";"60868";"Pótkocsi";"6"
"KELBERG";"8277";"S38B";"65679";"Pótkocsi";"6"
"KELBERG";"8277";"S40-B";"60948";"Pótkocsi";"6"
"KELBERG";"8277";"T 113.42 SAF";"36745";"Pótkocsi";"6"
"KELBERG";"8277";"3 AKS";"59111";"Pótkocsi";"6"
"KELBERG";"8277";"3LF-24000";"65878";"Pótkocsi";"6"
"KELBERG";"8277";"32.200";"36735";"Pótkocsi";"6"
"KELBERG";"8277";"9";"36736";"Pótkocsi";"6"
"KELE";"8278";"KL-420";"36746";"Pótkocsi";"6"
"KELEMEN";"8279";"KB-155";"36747";"Pótkocsi";"6"
"KELEMEN";"8279";"KE-400";"36748";"Pótkocsi";"6"
"KELEMEN";"8279";"KL-185";"36749";"Pótkocsi";"6"
"KELLER";"8280";"AH 400";"60995";"Pótkocsi";"6"
"KELLER";"8280";"A-504";"36750";"Pótkocsi";"6"
"KELLER";"8280";"H.R.";"36751";"Pótkocsi";"6"
"KELLER";"8280";"II 487-J";"36752";"Pótkocsi";"6"
"KELLER";"8280";"II 600-J";"36753";"Pótkocsi";"6"
"KELLER";"8280";"KKEB-1400";"66848";"Pótkocsi";"6"
"KELLER";"8280";"KOVARIK 1002 VB";"36754";"Pótkocsi";"6"
"KELLER";"8280";"SA 489";"59565";"Pótkocsi";"6"
"KELLER";"8280";"1.3";"65691";"Pótkocsi";"6"
"KELLERSHOHN";"8281";"SPRIEGEL";"36755";"Pótkocsi";"6"
"KÉMÉNDI";"8282";"KÁ-230";"36756";"Pótkocsi";"6"
"KEMPE";"8283";"PA 10";"36757";"Pótkocsi";"6"
"KEMPER";"8284";"E-3 FRASE";"36758";"Pótkocsi";"6"
"KEMPER";"8284";"UNI-TRANS UT 18000 QUATTRO";"36759";"Pótkocsi";"6"
"KEMPF";"8285";"HK 24";"63879";"Pótkocsi";"6"
"KEMPF";"8285";"HKD-18";"36761";"Pótkocsi";"6"
"KEMPF";"8285";"HKD-22";"36762";"Pótkocsi";"6"
"KEMPF";"8285";"HKD-24";"36763";"Pótkocsi";"6"
"KEMPF";"8285";"M-416";"36764";"Pótkocsi";"6"
"KEMPF";"8285";"PA 18";"36765";"Pótkocsi";"6"
"KEMPF";"8285";"SK 34/3";"36766";"Pótkocsi";"6"
"KEMPF";"8285";"SK 35/3";"58575";"Pótkocsi";"6"
"KEMPF";"8285";"SKD 25";"36767";"Pótkocsi";"6"
"KEMPF";"8285";"SKD 34/3";"36768";"Pótkocsi";"6"
"KEMPF";"8285";"SKM 32/3";"36769";"Pótkocsi";"6"
"KEMPF";"8285";"SKM 34/3";"36770";"Pótkocsi";"6"
"KEMPF";"8285";"SKM 35/3";"64087";"Pótkocsi";"6"
"KEMPF";"8285";"SKM 35.5";"36771";"Pótkocsi";"6"
"KEMPF";"8285";"SP 34/3";"36772";"Pótkocsi";"6"
"KEMPF";"8285";"24";"36760";"Pótkocsi";"6"
"KEMPIK";"12335";"4";"61932";"Pótkocsi";"6"
"KENÉZ";"8286";"KSZ-1880";"36773";"Pótkocsi";"6"
"KENWORTH";"10958";"C 500";"46366";"Tehergépkocsi";"2"
"KENWORTH";"10958";"C 510";"46367";"Vontató";"4"
"KENWORTH";"10958";"C 520 6X6";"46368";"Tehergépkocsi";"2"
"KENWORTH";"10958";"DS 6X4";"46369";"Vontató";"4"
"KENWORTH";"10958";"S 106 R4";"46370";"Tehergépkocsi";"2"
"KENWORTH";"10958";"T-800";"66974";"Vontató";"4"
"KENWORTH";"10958";"W 900";"46371";"Vontató";"4"
"KENYERES";"8287";"KI-160";"36774";"Pótkocsi";"6"
"KEPPLER";"8288";"AN 18";"36775";"Pótkocsi";"6"
"KERBS";"8289";"6.9";"36776";"Pótkocsi";"6"
"KEREK";"8290";"KGY-250";"36777";"Pótkocsi";"6"
"KERÉK BT.";"8291";"400-5415";"36778";"Pótkocsi";"6"
"KEREKES";"8292";"KF-240";"36779";"Pótkocsi";"6"
"KEREKES";"8292";"KGY-3420";"36780";"Pótkocsi";"6"
"KEREN";"8293";"KK-170";"36781";"Pótkocsi";"6"
"KEREX";"8294";"NV-01";"36782";"Pótkocsi";"6"
"KERIPAR";"8295";"ALNYP-25";"36783";"Pótkocsi";"6"
"KERN";"8296";"KK-100";"36784";"Pótkocsi";"6"
"KERN";"8296";"KK-170";"36785";"Pótkocsi";"6"
"KERN";"8296";"KK-245";"36786";"Pótkocsi";"6"
"KERN";"8296";"KP-80";"36787";"Pótkocsi";"6"
"KERN";"8296";"1300";"61625";"Motorkerékpár";"5"
"KERN KÁROLY";"12125";"KFN";"59967";"Pótkocsi";"6"
"KERN KÁROLY";"12125";"KK 100";"60622";"Pótkocsi";"6"
"KERN KÁROLY";"12125";"KK-170";"61380";"Pótkocsi";"6"
"KERN KÁROLY";"12125";"KK-245";"62262";"Pótkocsi";"6"
"KERN KÁROLY";"12125";"KMK";"60161";"Pótkocsi";"6"
"KERSCHER";"12762";"AC OCHSENREITHER";"65334";"Pótkocsi";"6"
"KERSTEN";"10959";"EIGENBAU";"46374";"Pótkocsi";"6"
"KERSTEN";"10959";"370";"46372";"Pótkocsi";"6"
"KERSTEN";"10959";"420";"46373";"Pótkocsi";"6"
"KERTÉSZ";"8297";"KJ-170";"36788";"Pótkocsi";"6"
"KERTÉSZ";"8297";"KJ-290";"36789";"Pótkocsi";"6"
"KERTITOX";"8298";"FULLSPRAY";"36790";"Pótkocsi";"6"
"KERTITOX";"8298";"GOLIAT-1 VM";"36791";"Pótkocsi";"6"
"KESERŰ";"8299";"KF-100";"36792";"Pótkocsi";"6"
"KESKENY";"8300";"KGY-150";"36793";"Pótkocsi";"6"
"KESKENY";"8300";"KGY-220";"61646";"Pótkocsi";"6"
"KESLA";"8301";"PATU 10 HD";"36794";"Pótkocsi";"6"
"KESLA";"8301";"10";"65815";"Pótkocsi";"6"
"KESLA";"8301";"12";"65814";"Pótkocsi";"6"
"KESTERMANN";"8302";"E-360";"36795";"Pótkocsi";"6"
"KESZTH VASSZ GY";"10960";"KU-03";"46375";"Pótkocsi";"6"
"KESZTH VASSZ GY";"10960";"KU-03-15";"46376";"Pótkocsi";"6"
"KET";"8303";"T-1500";"36797";"Pótkocsi";"6"
"KET";"8303";"T-3490";"36798";"Pótkocsi";"6"
"KET";"8303";"1460";"36796";"Pótkocsi";"6"
"KETT";"8304";"T-1500";"36799";"Pótkocsi";"6"
"KETT";"8304";"T-1800";"36800";"Pótkocsi";"6"
"KETT";"8304";"T-2000";"36801";"Pótkocsi";"6"
"KETT";"8304";"T-3500";"36802";"Pótkocsi";"6"
"KETT";"8304";"T-750";"36803";"Pótkocsi";"6"
"KEVERMES ÖNK.";"8305";"K-300";"36805";"Pótkocsi";"6"
"KÉVÉS";"8306";"KB-420";"36806";"Pótkocsi";"6"
"KEYSTONE";"12331";"COUGAR";"61840";"Pótkocsi";"6"
"KÉZÉR";"8307";"KF-248";"36807";"Pótkocsi";"6"
"KÉZÉR";"8307";"330";"63480";"Pótkocsi";"6"
"KF BIBERACH";"8308";"AB-10";"36808";"Pótkocsi";"6"
"KFL";"10961";"AH";"46378";"Pótkocsi";"6"
"KFL";"10961";"8/JR";"46377";"Pótkocsi";"6"
"KFZ";"8309";"-";"36819";"Pótkocsi";"6"
"KGM";"8310";"PTSZ-2";"36826";"Pótkocsi";"6"
"KGY";"8311";"150";"36827";"Pótkocsi";"6"
"KH ANH. BAU";"8312";"WPT 2000";"36833";"Pótkocsi";"6"
"KH ANH. BAU";"8312";"2RF-2000";"64318";"Pótkocsi";"6"
"KHANHBAU";"10962";"KH 950";"59311";"Pótkocsi";"6"
"KHANHBAU";"10962";"TP 987";"46379";"Pótkocsi";"6"
"KHANHBAU";"10962";"WPT";"46380";"Pótkocsi";"6"
"KHG";"12352";"F2L 6/2";"62064";"Pótkocsi";"6"
"KHNOSZT";"8313";"-";"36834";"Pótkocsi";"6"
"K.H.WIENS";"8196";"B-850";"36530";"Pótkocsi";"6"
"KIA";"10964";"AM";"64162";"Személygépkocsi";"1"
"KIA";"10964";"AM 220";"63749";"Személygépkocsi";"1"
"KIA";"10964";"AMANTI";"46381";"Személygépkocsi";"1"
"KIA";"10964";"BA";"46382";"Személygépkocsi";"1"
"KIA";"10964";"BESTA";"46383";"Autóbusz";"3"
"KIA";"10964";"BESTA";"46383";"Személygépkocsi";"1"
"KIA";"10964";"BESTA";"46383";"Tehergépkocsi";"2"
"KIA";"10964";"CAPITAL";"46384";"Személygépkocsi";"1"
"KIA";"10964";"CARENS";"46385";"Személygépkocsi";"1"
"KIA";"10964";"CARNIVAL";"46386";"Személygépkocsi";"1"
"KIA";"10964";"CARNIVAL VAN";"46387";"Tehergépkocsi";"2"
"KIA";"10964";"CE";"64389";"Személygépkocsi";"1"
"KIA";"10964";"CE";"64389";"Tehergépkocsi";"2"
"KIA";"10964";"CERATO";"46388";"Személygépkocsi";"1"
"KIA";"10964";"CERES";"46389";"Tehergépkocsi";"2"
"KIA";"10964";"CLARUS";"46390";"Személygépkocsi";"1"
"KIA";"10964";"CREDOS";"46391";"Személygépkocsi";"1"
"KIA";"10964";"DC";"46392";"Személygépkocsi";"1"
"KIA";"10964";"DE";"46393";"Személygépkocsi";"1"
"KIA";"10964";"ED";"57914";"Személygépkocsi";"1"
"KIA";"10964";"FB";"64581";"Személygépkocsi";"1"
"KIA";"10964";"FC";"57518";"Személygépkocsi";"1"
"KIA";"10964";"FC";"57518";"Tehergépkocsi";"2"
"KIA";"10964";"FE";"46394";"Személygépkocsi";"1"
"KIA";"10964";"FG";"57517";"Személygépkocsi";"1"
"KIA";"10964";"GE";"46395";"Személygépkocsi";"1"
"KIA";"10964";"JA";"64908";"Személygépkocsi";"1"
"KIA";"10964";"JA";"64908";"Tehergépkocsi";"2"
"KIA";"10964";"JC";"57208";"Személygépkocsi";"1"
"KIA";"10964";"JC";"57208";"Tehergépkocsi";"2"
"KIA";"10964";"JE";"46396";"Személygépkocsi";"1"
"KIA";"10964";"JES";"61143";"Személygépkocsi";"1"
"KIA";"10964";"K 2500";"46397";"Tehergépkocsi";"2"
"KIA";"10964";"K 2700";"46398";"Tehergépkocsi";"2"
"KIA";"10964";"K 3600";"46399";"Tehergépkocsi";"2"
"KIA";"10964";"LD";"58068";"Személygépkocsi";"1"
"KIA";"10964";"MAGENTIS";"46400";"Személygépkocsi";"1"
"KIA";"10964";"MB";"57213";"Személygépkocsi";"1"
